The only thing necessary for the triumph of evil is for good men to do nothing.,Edmund Burke,good
"If you're not willing to work hard, let someone else do it. I'd rather be with someone who does a horrible job, but gives 110% than with someone who does a good job and gives 60%.",Will Smith,good
What good is it being Marilyn Monroe? Why can't I just be an ordinary woman?,Marilyn Monroe,good
"Fame is like caviar, you know - it's good to have caviar but not when you have it at every meal.",Marilyn Monroe,good
What good am I? I can't have kids. I can't cook. I've been divorced three times. Who would want me?,Marilyn Monroe,good
I think one of the basic reasons men make good friends is that they can make up their minds quickly.,Marilyn Monroe,good
What's the good of drawing in the next breath if all you do is let it out and draw in another?,Marilyn Monroe,good
"Experts on romance say for a happy marriage there has to be more than a passionate love. For a lasting union, they insist, there must be a genuine liking for each other. Which, in my book, is a good definition for friendship.",Marilyn Monroe,good
"I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.",Marilyn Monroe,good
An actor is supposed to be a sensitive instrument. Isaac Stern takes good care of his violin. What if everybody jumped on his violin?,Marilyn Monroe,good
"I don't know if high society is different in other cities, but in Hollywood, important people can't stand to be invited someplace that isn't full of other important people. They don't mind a few unfamous people being present because they make good listeners.",Marilyn Monroe,good
Good humor is a tonic for mind and body. It is the best antidote for anxiety and depression. It is a business asset. It attracts and keeps friends. It lightens human burdens. It is the direct route to serenity and contentment.,Grenville Kleiser,good
Many a man fails as an original thinker simply because his memory it too good.,Friedrich Nietzsche,good
"If you're married, and you have a wife, and you really love your wife, is it good enough to only say to your wife 'I love her' the day you get married? Or should you tell her every single day when you wake up and every opportunity? And that's how I feel about my relationship with Jesus Christ is that it is the most important thing in my life.",Tim Tebow,good
"It is good to express a thing twice right at the outset and so to give it a right foot and also a left one. Truth can surely stand on one leg, but with two it will be able to walk and get around.",Friedrich Nietzsche,good
Whoever does not have a good father should procure one.,Friedrich Nietzsche,good
"I am as bad as the worst, but, thank God, I am as good as the best.",Walt Whitman,good
"As for doing good that is one of the professions which is full. Moreover I have tried it fairly and, strange as it may seem, am satisfied that it does not agree with my constitution.",Henry David Thoreau,good
Whatever is done for love always occurs beyond good and evil.,Friedrich Nietzsche,good
Honesty and integrity are absolutely essential for success in life - all areas of life. The really good news is that anyone can develop both honesty and integrity.,Zig Ziglar,good
"Manners are a sensitive awareness of the feelings of others. If you have that awareness, you have good manners, no matter what fork you use.",Emily Post,good
Drawing is the honesty of the art. There is no possibility of cheating. It is either good or bad.,Salvador Dali,good
"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",Albert Camus,good
"A good compromise, a good piece of legislation, is like a good sentence or a good piece of music. Everybody can recognize it. They say, 'Huh. It works. It makes sense.'",Barack Obama,good
There is in general good reason to suppose that in several respects the gods could all benefit from instruction by us human beings. We humans are - more humane.,Friedrich Nietzsche,good
"A tree is known by its fruit a man by his deeds. A good deed is never lost he who sows courtesy reaps friendship, and he who plants kindness gathers love.",Saint Basil,good
"There is no lonelier man in death, except the suicide, than that man who has lived many years with a good wife and then outlived her. If two people love each other there can be no happy end to it.",Ernest Hemingway,good
"The bad gains respect through imitation, the good loses it especially in art.",Friedrich Nietzsche,good
You say it is the good cause that hallows even war? I say unto you: it is the good war that hallows any cause.,Friedrich Nietzsche,good
"A return to first principles in a republic is sometimes caused by the simple virtues of one man. His good example has such an influence that the good men strive to imitate him, and the wicked are ashamed to lead a life so contrary to his example.",Niccolo Machiavelli,good
"Look within. Within is the fountain of good, and it will ever bubble up, if thou wilt ever dig.",Marcus Aurelius,good
Ideas can be life-changing. Sometimes all you need to open the door is just one more good idea.,Jim Rohn,good
"Any man may easily do harm, but not every man can do good to another.",Plato,good
"What is good? All that heightens the feeling of power, the will to power, power itself in man.",Friedrich Nietzsche,good
"Here's the good news. If I realize that I'm insane, then I'm okay with it. I'm not dangerous insane.",Charlie Sheen,good
"I don't think of myself as a poor deprived ghetto girl who made good. I think of myself as somebody who from an early age knew I was responsible for myself, and I had to make good.",Oprah Winfrey,good
"Honestly, I'd love to be remembered as one of the best to ever pick up a mic, but if I'm doing my part to lessen some racial tension I feel good about what I'm doing.",Eminem,good
"I had a really good childhood up until I was nine, then a classic case of divorce really affected me.",Kurt Cobain,good
A man of great common sense and good taste - meaning thereby a man without originality or moral courage.,George Bernard Shaw,good
"The best executive is one who has sense enough to pick good people to do what he wants done, and self-restraint enough to keep from meddling with them while they do it.",Theodore Roosevelt,good
It feels good to have your work respected again.,Eminem,good
The way to gain a good reputation is to endeavor to be what you desire to appear.,Socrates,good
Fun is good.,Dr. Seuss,good
Too much of a good thing can be wonderful.,Mae West,good
"Apply yourself both now and in the next life. Without effort, you cannot be prosperous. Though the land be good, You cannot have an abundant crop without cultivation.",Plato,good
"When I'm good I'm very, very good, but when I'm bad, I'm better.",Mae West,good
"I've always taught that a poor economy is the best opportunity for salespeople because the naysayers and grumblers have already given up, leaving more territory, more opportunities to be successful than in a good economy when virtually all salespeople are out there, giving it their best.",Zig Ziglar,good
"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",Albert Camus,good
"Dusting is a good example of the futility of trying to put things right. As soon as you dust, the fact of your next dusting has already been established.",George Carlin,good
You know the good part about all those executions in Texas? Fewer Texans.,George Carlin,good
"Good artists copy, great artists steal.",Pablo Picasso,good
"A retentive memory may be a good thing, but the ability to forget is the true token of greatness.",Elbert Hubbard,good
"If I knew for a certainty that a man was coming to my house with the conscious design of doing me good, I should run for my life.",Henry David Thoreau,good
"I would like to be remembered as a man who had a wonderful time living life, a man who had good friends, fine family - and I don't think I could ask for anything more than that, actually.",Frank Sinatra,good
I have no desire to take all black people back to Africa there are blacks who are no good here and will likewise be no good there.,Marcus Garvey,good
Waste no more time arguing about what a good man should be. Be one.,Marcus Aurelius,good
Everyone has inside of him a piece of good news. The good news is that you don't know how great you can be! How much you can love! What you can accomplish! And what your potential is!,Anne Frank,good
I only wish that ordinary people had an unlimited capacity for doing harm then they might have an unlimited power for doing good.,Socrates,good
"I like refried beans. That's why I wanna try fried beans, because maybe they're just as good and we're just wasting time. You don't have to fry them again after all.",Mitch Hedberg,good
"Instead of giving money to found colleges to promote learning, why don't they pass a constitutional amendment prohibiting anybody from learning anything? If it works as good as the Prohibition one did, why, in five years we would have the smartest race of people on earth.",Will Rogers,good
"To invent, you need a good imagination and a pile of junk.",Thomas A. Edison,good
The first requisite of a good citizen in this republic of ours is that he shall be able and willing to pull his own weight.,Theodore Roosevelt,good
"Good nature is worth more than knowledge, more than money, more than honor, to the persons who possess it.",Henry Ward Beecher,good
"I have seen how the foundations of the world are laid, and I have not the least doubt that it will stand a good while.",Henry David Thoreau,good
There is more of good nature than of good sense at the bottom of most marriages.,Henry David Thoreau,good
"I am confident that, in the end, common sense and justice will prevail. I'm an optimist, brought up on the belief that if you wait to the end of the story, you get to see the good people live happily ever after.",Cat Stevens,good
People who have good relationships at home are more effective in the marketplace.,Zig Ziglar,good
"I look back on my life like a good day's work, it was done and I am satisfied with it.",Grandma Moses,good
In modern war... you will die like a dog for no good reason.,Ernest Hemingway,good
"No evil can happen to a good man, either in life or after death.",Plato,good
A perpetual holiday is a good working definition of hell.,George Bernard Shaw,good
"Depend upon yourself. Make your judgement trustworthy by trusting it. You can develop good judgement as you do the muscles of your body - by judicious, daily exercise. To be known as a man of sound judgement will be much in your favor.",Grantland Rice,good
"One of the sanest, surest, and most generous joys of life comes from being happy over the good fortune of others.",Robert A. Heinlein,good
"My friends and family are my support system. They tell me what I need to hear, not what I want to hear and they are there for me in the good and bad times. Without them I have no idea where I would be and I know that their love for me is what's keeping my head above the water.",Kelly Clarkson,good
Being good in business is the most fascinating kind of art. Making money is art and working is art and good business is the best art.,Andy Warhol,good
Marriage is good enough for the lower classes: they have facilities for desertion that are denied to us.,George Bernard Shaw,good
"Experience taught me a few things. One is to listen to your gut, no matter how good something sounds on paper. The second is that you're generally better off sticking with what you know. And the third is that sometimes your best investments are the ones you don't make.",Donald Trump,good
"Everyone has highs and lows that they have to learn from, but every morning I start off with a good head on my shoulders, saying to myself, 'It's going to be a good day!'.",Lindsay Lohan,good
He's a man of great common sense and good taste - meaning thereby a man without originality or moral courage.,George Bernard Shaw,good
Judgements prevent us from seeing the good that lies beyond appearances.,Wayne Dyer,good
Do your little bit of good where you are its those little bits of good put together that overwhelm the world.,Desmond Tutu,good
I wish they'd had electric guitars in cotton fields back in the good old days. A whole lot of things would've been straightened out.,Jimi Hendrix,good
It's easier to replace a dead man than a good picture.,George Bernard Shaw,good
I think when you spread the wealth around it's good for everybody.,Barack Obama,good
A hard man is good to find.,Mae West,good
"Every day is a good day to be alive, whether the sun's shining or not.",Marty Robbins,good
Whatever good things we build end up building us.,Jim Rohn,good
Good manners sometimes means simply putting up with other people's bad manners.,"H. Jackson Brown, Jr.",good
"The depressing thing about tennis is that no matter how good I get, I'll never be as good as a wall.",Mitch Hedberg,good
There must always remain something that is antagonistic to good.,Plato,good
Character is the ability to carry out a good resolution long after the excitement of the moment has passed.,Cavett Robert,good
The highest reward that God gives us for good work is the ability to do better work.,Elbert Hubbard,good
"I am confident that nobody... will accuse me of selfishness if I ask to spend time, while I am still in good health, with my family, my friends and also with myself.",Nelson Mandela,good
"Only government can take perfectly good paper, cover it with perfectly good ink and make the combination worthless.",Milton Friedman,good
"A man is as good as he has to be, and a woman as bad as she dares.",Elbert Hubbard,good
Good leadership consists of showing average people how to do the work of superior people.,John D. Rockefeller,good
"Get correct views of life, and learn to see the world in its true light. It will enable you to live pleasantly, to do good, and, when summoned away, to leave without regret.",Robert E. Lee,good
"Don't gamble take all your savings and buy some good stock and hold it till it goes up, then sell it. If it don't go up, don't buy it.",Will Rogers,good
"Much of the social history of the Western world, over the past three decades, has been a history of replacing what worked with what sounded good.",Thomas Sowell,good
Friendship multiplies the good of life and divides the evil.,Baltasar Gracian,good
"I have no other view than to promote the public good, and am unambitious of honors not founded in the approbation of my Country.",George Washington,good
"It is lamentable, that to be a good patriot one must become the enemy of the rest of mankind.",Voltaire,good
"Children have never been very good at listening to their elders, but they have never failed to imitate them.",James A. Baldwin,good
"Religious liberty is the first freedom in our Constitution. And whether the cause is justice for the persecuted, compassion for the needy and the sick, or mercy for the child waiting to be born, there is no greater force for good in the nation than Christian conscience in action.",Mitt Romney,good
"I like a man who's good, but not too good - for the good die young, and I hate a dead one.",Mae West,good
The brain is like a muscle. When it is in use we feel very good. Understanding is joyous.,Carl Sagan,good
"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",Albert Camus,good
Do not ever say that the desire to 'do good' by force is a good motive. Neither power-lust nor stupidity are good motives.,Ayn Rand,good
"A celibate clergy is an especially good idea, because it tends to suppress any hereditary propensity toward fanaticism.",Carl Sagan,good
I guess the real reason that my wife and I had children is the same reason that Napoleon had for invading Russia: it seemed like a good idea at the time.,Bill Cosby,good
"To assert in any case that a man must be absolutely cut off from society because he is absolutely evil amounts to saying that society is absolutely good, and no-one in his right mind will believe this today.",Albert Camus,good
"I met Woz when I was 13, at a friend's garage. He was about 18. He was, like, the first person I met who knew more electronics than I did at that point. We became good friends, because we shared an interest in computer and we had a sense of humor. We pulled all kinds of pranks together.",Steve Jobs,good
"What is moral is what you feel good after, and what is immoral is what you feel bad after.",Ernest Hemingway,good
"There is only one difference between a long life and a good dinner: that, in the dinner, the sweets come last.",Robert Louis Stevenson,good
Hatred is gained as much by good works as by evil.,Niccolo Machiavelli,good
"I have found little that is 'good' about human beings on the whole. In my experience most of them are trash, no matter whether they publicly subscribe to this or that ethical doctrine or to none at all. That is something that you cannot say aloud, or perhaps even think.",Sigmund Freud,good
A thing moderately good is not so good as it ought to be. Moderation in temper is always a virtue but moderation in principle is always a vice.,Thomas Paine,good
"Life's pretty good, and why wouldn't it be? I'm a pirate, after all.",Johnny Depp,good
"I've always thought that people need to feel good about themselves and I see my role as offering support to them, to provide some light along the way.",Leo Buscaglia,good
"If it looks good, you'll see it. If it sounds good, you'll hear it. If its marketed right, you'll buy it. But... If its real... you'll feel it.",Kid Rock,good
"A good teacher can inspire hope, ignite the imagination, and instill a love of learning.",Brad Henry,good
"Music is love, love is music, music is life, and I love my life. Thank you and good night.",A. J. McLean,good
We made the buttons on the screen look so good you'll want to lick them.,Steve Jobs,good
"After every storm the sun will smile for every problem there is a solution, and the soul's indefeasible duty is to be of good cheer.",William R. Alger,good
"I tried to drown my sorrows, but the bastards learned how to swim, and now I am overwhelmed by this decent and good feeling.",Frida Kahlo,good
"This is what customers pay us for - to sweat all these details so it's easy and pleasant for them to use our computers. We're supposed to be really good at this. That doesn't mean we don't listen to customers, but it's hard for them to tell you what they want when they've never seen anything remotely like it.",Steve Jobs,good
An economist's guess is liable to be as good as anybody else's.,Will Rogers,good
He who is not a good servant will not be a good master.,Plato,good
"A person is born with feelings of envy and hate. If he gives way to them, they will lead him to violence and crime, and any sense of loyalty and good faith will be abandoned.",Xun Zi,good
"They wrote in the old days that it is sweet and fitting to die for one's country. But in modern war, there is nothing sweet nor fitting in your dying. You will die like a dog for no good reason.",Ernest Hemingway,good
"Dreams will get you nowhere, a good kick in the pants will take you a long way.",Baltasar Gracian,good
People think love is an emotion. Love is good sense.,Ken Kesey,good
The test of good manners is to be patient with the bad ones.,Solomon Ibn Gabirol,good
That terrible mood of depression of whether it's any good or not is what is known as The Artist's Reward.,Ernest Hemingway,good
"A good painting to me has always been like a friend. It keeps me company, comforts and inspires.",Hedy Lamarr,good
Nonviolence is a good policy when the conditions permit.,Nelson Mandela,good
"If you're in a bad situation, don't worry it'll change. If you're in a good situation, don't worry it'll change.","John A. Simone, Sr.",good
"1913 wasn't a very good year. 1913 gave us the income tax, the 16th amendment and the IRS.",Ron Paul,good
"I believe in using words, not fists. I believe in my outrage knowing people are living in boxes on the street. I believe in honesty. I believe in a good time. I believe in good food. I believe in sex.",Bertrand Russell,good
"Dig within. Within is the wellspring of Good and it is always ready to bubble up, if you just dig.",Marcus Aurelius,good
"Love seeks one thing only: the good of the one loved. It leaves all the other secondary effects to take care of themselves. Love, therefore, is its own reward.",Thomas Merton,good
"The good life is a process, not a state of being. It is a direction not a destination.",Carl Rogers,good
It's a good thing we don't get all the government we pay for.,Will Rogers,good
All good books have one thing in common - they are truer than if they had really happened.,Ernest Hemingway,good
"I must say I find television very educational. The minute somebody turns it on, I go to the library and read a good book.",Groucho Marx,good
"We are all here for a spell, get all the good laughs you can.",Will Rogers,good
"Thank you, God, for this good life and forgive us if we do not love it enough.",Garrison Keillor,good
"A market is never saturated with a good product, but it is very quickly saturated with a bad one.",Henry Ford,good
"The person, be it gentleman or lady, who has not pleasure in a good novel, must be intolerably stupid.",Jane Austen,good
"A good leader takes a little more than his share of the blame, a little less than his share of the credit.",Arnold H. Glasow,good
"The rulers of the state are the only persons who ought to have the privilege of lying, either at home or abroad they may be allowed to lie for the good of the state.",Plato,good
Liars need to have good memories.,Algernon Sidney,good
"In the final analysis, the questions of why bad things happen to good people transmutes itself into some very different questions, no longer asking why something happened, but asking how we will respond, what we intend to do now that it happened.",Pierre Teilhard de Chardin,good
The good parts of a book may be only something a writer is lucky enough to overhear or it may be the wreck of his whole damn life and one is as good as the other.,Ernest Hemingway,good
"We ought to do good to others as simply as a horse runs, or a bee makes honey, or a vine bears grapes season after season without thinking of the grapes it has borne.",Marcus Aurelius,good
I'm leaving because the weather is too good. I hate London when it's not raining.,Groucho Marx,good
I know only that what is moral is what you feel good after and what is immoral is what you feel bad after.,Ernest Hemingway,good
No one would remember the Good Samaritan if he'd only had good intentions he had money as well.,Margaret Thatcher,good
A good politician is quite as unthinkable as an honest burglar.,H. L. Mencken,good
Too much of a good thing can be taxing.,Mae West,good
What good are fans? You can't eat applause for breakfast. You can't sleep with it.,Bob Dylan,good
It takes more than just a good looking body. You've got to have the heart and soul to go with it.,Epictetus,good
"In the practical art of war, the best thing of all is to take the enemy's country whole and intact to shatter and destroy it is not so good.",Sun Tzu,good
For a long time now I have tried simply to write the best I can. Sometimes I have good luck and write better than I can.,Ernest Hemingway,good
"It seems to me we can never give up longing and wishing while we are thoroughly alive. There are certain things we feel to be beautiful and good, and we must hunger after them.",George Eliot,good
"I realize I don't do a very good job in keeping up to date, but I try to.",Bob Dylan,good
"To prefer evil to good is not in human nature and when a man is compelled to choose one of two evils, no one will choose the greater when he might have the less.",Plato,good
"Our business in life is not to succeed, but to continue to fail in good spirits.",Robert Louis Stevenson,good
"Until we meet again, may the good Lord take a liking to you.",Roy Rogers,good
There is no harm in repeating a good thing.,Plato,good
The good life is one inspired by love and guided by knowledge.,Bertrand Russell,good
When you have shot one bird flying you have shot all birds flying. They are all different and they fly in different ways but the sensation is the same and the last one is as good as the first.,Ernest Hemingway,good
For good nurture and education implant good constitutions.,Plato,good
"Truth is the beginning of every good to the gods, and of every good to man.",Plato,good
"When you put down the good things you ought to have done, and leave out the bad ones you did do well, that's Memoirs.",Will Rogers,good
"Know one knows whether death, which people fear to be the greatest evil, may not be the greatest good.",Plato,good
The good is the beautiful.,Plato,good
"Twice and thrice over, as they say, good is it to repeat and review what is good.",Plato,good
"They didn't want it good, they wanted it Wednesday.",Robert A. Heinlein,good
Diligence is the mother of good fortune.,Benjamin Disraeli,good
If only we'd stop trying to be happy we'd have a pretty good time.,Edith Wharton,good
"In all secrets there is a kind of guilt, however beautiful or joyful they may be, or for what good end they may be set to serve. Secrecy means evasion, and evasion means a problem to the moral mind.",Gilbert Parker,good
"Here is the rule to remember in the future, When anything tempts you to be bitter: not, 'This is a misfortune' but 'To bear this worthily is good fortune.'",Marcus Aurelius,good
I would rather lose a good earring than be caught without make-up.,Lana Turner,good
Better is the enemy of good.,Voltaire,good
I think we consider too much the good luck of the early bird and not enough the bad luck of the early worm.,Franklin D. Roosevelt,good
You grow up a bit damaged or broken then you have some success but you don't know how to feel good about the work you're doing or the life you're leading.,Johnny Depp,good
Joy is what happens to us when we allow ourselves to recognize how good things really are.,Marianne Williamson,good
"I'd like to get four people who do cart wheels very good, and make a cart.",Mitch Hedberg,good
The whole course of human history may depend on a change of heart in one solitary and even humble individual - for it is in the solitary mind and soul of the individual that the battle between good and evil is waged and ultimately won or lost.,M. Scott Peck,good
"People write negatives things, cause they feel that's what sells. Good news to them, doesn't sell.",Michael Jackson,good
The best is the enemy of the good.,Voltaire,good
All good music resembles something. Good music stirs by its mysterious resemblance to the objects and feelings which motivated it.,Jean Cocteau,good
Treasure the love you receive above all. It will survive long after your good health has vanished.,Og Mandino,good
Anything you're good at contributes to happiness.,Bertrand Russell,good
"In life, all good things come hard, but wisdom is the hardest to come by.",Lucille Ball,good
"If you lead a country like Britain, a strong country, a country which has taken a lead in world affairs in good times and in bad, a country that is always reliable, then you have to have a touch of iron about you.",Margaret Thatcher,good
"I intend to fight and I want to win. But my priorities are basically to be a good Brother and a strong one, and to try to be a good father one day.",Mike Tyson,good
All tyranny needs to gain a foothold is for people of good conscience to remain silent.,Edmund Burke,good
Nothing good ever comes of violence.,Martin Luther,good
The society which scorns excellence in plumbing as a humble activity and tolerates shoddiness in philosophy because it is an exalted activity will have neither good plumbing nor good philosophy: neither its pipes nor its theories will hold water.,John W. Gardner,good
"If the critics are right that I've made all my decisions based on polls, then I must not be very good at reading them.",Barack Obama,good
"If you love those who love you, what credit is that to you? For even sinners love those who love them. And if you do good to those who do good to you, what credit is that to you? For even sinners do the same.",Jesus Christ,good
"When you are angry or frustrated, what comes out? Whatever it is, it's a good indication of what you're made of.","H. Jackson Brown, Jr.",good
"Few people have the wisdom to prefer the criticism that would do them good, to the praise that deceives them.",Francois de La Rochefoucauld,good
Life's a fight. It's a good fight of faith.,Joel Osteen,good
Absences are a good influence in love and keep it bright and delicate.,Robert Louis Stevenson,good
"Books are good enough in their own way, but they are a poor substitute for life.",Robert Louis Stevenson,good
"The opportunity for doing mischief is found a hundred times a day, and of doing good once in a year.",Voltaire,good
Setting a good example is a far better way to spread ideals than through force of arms.,Ron Paul,good
All styles are good except the tiresome kind.,Voltaire,good
"Life is neither good or evil, but only a place for good and evil.",Marcus Aurelius,good
He who is too busy doing good finds no time to be good.,Rabindranath Tagore,good
That which is not good for the bee-hive cannot be good for the bees.,Marcus Aurelius,good
A good listener is usually thinking about something else.,Kin Hubbard,good
"Death is a commingling of eternity with time in the death of a good man, eternity is seen looking through time.",Johann Wolfgang von Goethe,good
"All you need for happiness is a good gun, a good horse, and a good wife.",Daniel Boone,good
"When you are older you will understand how precious little things, seemingly of no value in themselves, can be loved and prized above all price when they convey the love and thoughtfulness of a good heart.",Edwin Booth,good
In this country it is a good thing to kill an admiral from time to time to encourage the others.,Voltaire,good
"When bad men combine, the good must associate else they will fall one by one, an unpitied sacrifice in a contemptible struggle.",Edmund Burke,good
"When I woke up this morning my girlfriend asked me, 'Did you sleep good?' I said 'No, I made a few mistakes.'",Steven Wright,good
"Make friends with the angels, who though invisible are always with you. Often invoke them, constantly praise them, and make good use of their help and assistance in all your temporal and spiritual affairs.",Saint Francis de Sales,good
"There are two great forces, God's force of good and the devil's force of evil, and I believe Satan is alive and he is working, and he is working harder than ever, and we have many mysteries that we don't understand.",Billy Graham,good
My message is that God is a good God.,Joel Osteen,good
Go to foreign countries and you will get to know the good things one possesses at home.,Johann Wolfgang von Goethe,good
"My idea of good company is the company of clever, well-informed people who have a great deal of conversation that is what I call good company.",Jane Austen,good
"Tomorrow is nothing, today is too late the good lived yesterday.",Marcus Aurelius,good
"A conversation is a dialogue, not a monologue. That's why there are so few good conversations: due to scarcity, two intelligent talkers seldom meet.",Truman Capote,good
You can do more good by being good than any other way.,John Wooden,good
"And finally I twist my heart round again, so that the bad is on the outside and the good is on the inside, and keep on trying to find a way of becoming what I would so like to be, and could be, if there weren't any other people living in the world.",Anne Frank,good
"The good fighters of old first put themselves beyond the possibility of defeat, and then waited for an opportunity of defeating the enemy.",Sun Tzu,good
Bad politicians are sent to Washington by good people who don't vote.,William E. Simon,good
"I think a gentleman is someone who holds the comfort of other people above their own. The instinct to do that is inside every good man, I believe. The rules about opening doors and buying dinner and all of that other 'gentleman' stuff is a chess game, especially these days.",Anna Kendrick,good
"Good character is not formed in a week or a month. It is created little by little, day by day. Protracted and patient effort is needed to develop good character.",Heraclitus,good
Posterity: you will never know how much it has cost my generation to preserve your freedom. I hope you will make good use of it.,John Quincy Adams,good
It seems to never occur to fools that merit and good fortune are closely united.,Johann Wolfgang von Goethe,good
"Down on your knees, and thank heaven, fasting, for a good man's love.",Euripides,good
Politics ought to be the part-time profession of every citizen who would protect the rights and privileges of free people and who would preserve what is good and fruitful in our national heritage.,Dwight D. Eisenhower,good
About astrology and palmistry: they are good because they make people vivid and full of possibilities. They are communism at its best. Everybody has a birthday and almost everybody has a palm.,Kurt Vonnegut,good
No good deed goes unpunished.,Clare Boothe Luce,good
"In the beginning there was the word. The word was Jah. The word is in I, Jah is in I. I make what is good, better, and what is better, best. I follow this in every aspect of life.",Peter Tosh,good
"Life is not a matter of holding good cards, but of playing a poor hand well.",Robert Louis Stevenson,good
"It's really a wonder that I haven't dropped all my ideals, because they seem so absurd and impossible to carry out. Yet I keep them, because in spite of everything I still believe that people are really good at heart.",Anne Frank,good
One good schoolmaster is of more use than a hundred priests.,Thomas Paine,good
Good management is the art of making problems so interesting and their solutions so constructive that everyone wants to get to work and deal with them.,Paul Hawken,good
"If there is such a thing as a good marriage, it is because it resembles friendship rather than love.",Michel de Montaigne,good
"The general who advances without coveting fame and retreats without fearing disgrace, whose only thought is to protect his country and do good service for his sovereign, is the jewel of the kingdom.",Sun Tzu,good
People have to talk about something just to keep their voice boxes in working order so they'll have good voice boxes in case there's ever anything really meaningful to say.,Kurt Vonnegut,good
"I am in politics because of the conflict between good and evil, and I believe that in the end good will triumph.",Margaret Thatcher,good
You must become an old man in good time if you wish to be an old man long.,Marcus Aurelius,good
"As is a tale, so is life: not how long it is, but how good it is, is what matters.",Lucius Annaeus Seneca,good
In art the best is good enough.,Johann Wolfgang von Goethe,good
You're only as good as your last haircut.,Fran Lebowitz,good
Whatever the universal nature assigns to any man at any time is for the good of that man at that time.,Marcus Aurelius,good
"And above all things, never think that you're not good enough yourself. A man should never think that. My belief is that in life people will take you at your own reckoning.",Isaac Asimov,good
"I have always believed, and I still believe, that whatever good or bad fortune may come our way we can always give it meaning and transform it into something of value.",Hermann Hesse,good
"A good job is more than just a paycheck. A good job fosters independence and discipline, and contributes to the health of the community. A good job is a means to provide for the health and welfare of your family, to own a home, and save for retirement.",James H. Douglas,good
A man that does not know how to be angry does not know how to be good.,Henry Ward Beecher,good
"Many of you are well enough off that the tax cuts may have helped you. We're saying that for America to get back on track, we're probably going to cut that short and not give it to you. We're going to take things away from you on behalf of the common good.",Hillary Clinton,good
A good man can be stupid and still be good. But a bad man must have brains.,Maxim Gorky,good
"By cultivating the beautiful we scatter the seeds of heavenly flowers, as by doing good we cultivate those that belong to humanity.",Robert A. Heinlein,good
"If there were no bad people, there would be no good lawyers.",Charles Dickens,good
"It is always the best policy to speak the truth, unless, of course, you are an exceptionally good liar.",Jerome K. Jerome,good
"All married couples should learn the art of battle as they should learn the art of making love. Good battle is objective and honest - never vicious or cruel. Good battle is healthy and constructive, and brings to a marriage the principles of equal partnership.",Ann Landers,good
"I talked to the players and tried to make them aware of what was good and bad, but I didn't try to run their lives.",John Wooden,good
My eyesight is not nearly as good. My hearing is probably going away. My memory is slipping too. But I'm still around.,John Wooden,good
Good teaching is one-fourth preparation and three-fourths pure theatre.,Gail Godwin,good
"This battle for 'common-sense' gun control laws pits emotion and passion against logic and reason. All too often in such a contest, logic loses. So, expect more meaningless, if not harmful, 'gun control' legislation. Good news - if you're a crook.",Larry Elder,good
The man who has the will to undergo all labor may win to any good.,Martin Luther,good
"It's good to experience Hollywood in short bursts, I guess. Little snippets. I don't think I can handle being here all the time, it's pretty nutty.",Johnny Depp,good
It seemed the world was divided into good and bad people. The good ones slept better while the bad ones seemed to enjoy the waking hours much more.,Woody Allen,good
Giving every man a vote has no more made men wise and free than Christianity has made them good.,H. L. Mencken,good
"Our creator is the same and never changes despite the names given Him by people here and in all parts of the world. Even if we gave Him no name at all, He would still be there, within us, waiting to give us good on this earth.",George Washington Carver,good
"There is an infinite difference between a little wrong and just right, between fairly good and the best, between mediocrity and superiority.",Orison Swett Marden,good
"If you don't think drugs have done good things for us, then take all of your records, tapes and CD's and burn them.",Bill Hicks,good
To be a good loser is to learn how to win.,Carl Sandburg,good
It is the mark of a good action that it appears inevitable in retrospect.,Robert Louis Stevenson,good
The mark of a good action is that it appears inevitable in retrospect.,Robert Louis Stevenson,good
All human beings are commingled out of good and evil.,Robert Louis Stevenson,good
There is an idea abroad among moral people that they should make their neighbors good. One person I have to make good: Myself. But my duty to my neighbor is much more nearly expressed by saying that I have to make him happy if I may.,Robert Louis Stevenson,good
"Well, well, Henry James is pretty good, though he is of the nineteenth century, and that glaringly.",Robert Louis Stevenson,good
"He who would do good to another must do it in Minute Particulars: general Good is the plea of the scoundrel, hypocrite, and flatterer, for Art and Science cannot exist but in minutely organized Particulars.",William Blake,good
"No matter what looms ahead, if you can eat today, enjoy today, mix good cheer with friends today enjoy it and bless God for it.",Henry Ward Beecher,good
"It is not a God, just and good, but a devil, under the name of God, that the Bible describes.",Thomas Paine,good
"The past is our definition. We may strive with good reason to escape it, or to escape what is bad in it. But we will escape it only by adding something better to it.",Wendell Berry,good
"I would go to the deeps a hundred times to cheer a downcast spirit. It is good for me to have been afflicted, that I might know how to speak a word in season to one that is weary.",Charles Spurgeon,good
"To me, to be a conservative means to conserve the good parts of America and to conserve our Constitution.",Ron Paul,good
"The good die young but not always. The wicked prevail but not consistently. I am confused by life, and I feel safe within the confines of the theatre.",Helen Hayes,good
