It is easier to build strong children than to repair broken men.,Frederick Douglass,men
"As we look forward to freedom, the shining city on the hill and the best days of America lying ahead, it is the men and women in uniform who protect, defend and make us proud to whom we should look and give thanks every night.",Robin Hayes,men
"If we know that our own men are in a condition to attack, but are unaware that the enemy is not open to attack, we have gone only halfway towards victory.",Sun Tzu,men
The ideas gained by men before they are twenty-five are practically the only ideas they shall have in their lives.,William James,men
When we are really honest with ourselves we must admit our lives are all that really belong to us. So it is how we use our lives that determines the kind of men we are.,Cesar Chavez,men
"I have encountered riotous mobs and have been hung in effigy, but my motto is: Men's rights are nothing more. Women's rights are nothing less.",Susan B. Anthony,men
"How to gain, how to keep, how to recover happiness is in fact for most men at all times the secret motive of all they do, and of all they are willing to endure.",William James,men
It is necessary for him who lays out a state and arranges laws for it to presuppose that all men are evil and that they are always going to act according to the wickedness of their spirits whenever they have free scope.,Niccolo Machiavelli,men
There's no evidence whatsoever that men are more rational than women. Both sexes seem to be equally irrational.,Albert Ellis,men
"'Men have forgotten this truth,' said the fox. 'But you must not forget it. You become responsible, forever, for what you have tamed.'",Antoine de Saint-Exupery,men
"From their experience or from the recorded experience of others (history), men learn only what their passions and their metaphysical prejudices allow them to learn.",Aldous Huxley,men
"I suppose when they reach a certain age some men are afraid to grow up. It seems the older the men get, the younger their new wives get.",Elizabeth Taylor,men
"Almost all the noblest things that have been achieved in the world, have been achieved by poor men poor scholars, poor professional men, poor artisans and artists, poor philosophers, poets, and men of genius.",Albert Pike,men
"If it's true that men are such beasts, this must account for the fact that most women are animal lovers.",Doris Day,men
"Men who are unhappy, like men who sleep badly, are always proud of the fact.",Bertrand Russell,men
"Religions, which condemn the pleasures of sense, drive men to seek the pleasures of power. Throughout history power has been the vice of the ascetic.",Bertrand Russell,men
"I've also seen that great men are often lonely. This is understandable, because they have built such high standards for themselves that they often feel alone. But that same loneliness is part of their ability to create.",Yousuf Karsh,men
Why do you think the old stories tell of men who set out on great journeys to impress the gods? Because trying to impress people just isn't worth the time and effort.,Henry Rollins,men
"Time is the most valuable thing on earth: time to think, time to act, time to extend our fraternal relations, time to become better men, time to become better women, time to become better and more independent citizens.",Samuel Gompers,men
We are anthill men upon an anthill world.,Ray Bradbury,men
No great man lives in vain. The history of the world is but the biography of great men.,Thomas Carlyle,men
"I love all men who think, even those who think otherwise than myself.",Victor Hugo,men
More men die of jealousy than of cancer.,Joseph P. Kennedy,men
How is it they live in such harmony the billions of stars - when most men can barely go a minute without declaring war in their minds about someone they know.,Thomas Aquinas,men
"Civilized men are more discourteous than savages because they know they can be impolite without having their skulls split, as a general thing.",Robert E. Howard,men
"A government of laws, and not of men.",John Adams,men
"From the naturalistic point of view, all men are equal. There are only two exceptions to this rule of naturalistic equality: geniuses and idiots.",Mikhail Bakunin,men
I begin with the principle that all men are bores. Surely no one will prove himself so great a bore as to contradict me in this.,Soren Kierkegaard,men
"As far as men go, it is not what they are that interests me, but what they can become.",Jean-Paul Sartre,men
"All the miseries and evils which men suffer from vice, crime, ambition, injustice, oppression, slavery and war, proceed from their despising or neglecting the precepts contained in the Bible.",Noah Webster,men
"All wars are civil wars, because all men are brothers.",Francois Fenelon,men
"Education is that whole system of human training within and without the school house walls, which molds and develops men.",W. E. B. Du Bois,men
"I swear by that old expression, 'One monkey don't stop no show!' The reality is, we still have some good men out there, and we should hail those men as the kings they are.",Angie Stone,men
I never yet feared those men who set a place apart in the middle of their cities where they gather to cheat one another and swear oaths which they break.,Herodotus,men
"The mountains, the forest, and the sea, render men savage they develop the fierce, but yet do not destroy the human.",Victor Hugo,men
"Civil war? What does that mean? Is there any foreign war? Isn't every war fought between men, between brothers?",Victor Hugo,men
"Even if society dictates that men and women should behave in certain ways, it is fathers and mothers who teach those ways to children not just in the words they say, but in the lives they lead.",Augustus Y. Napier,men
"The theoretical understanding of the world, which is the aim of philosophy, is not a matter of great practical importance to animals, or to savages, or even to most civilised men.",Bertrand Russell,men
"Ignorant people see life as either existence or non-existence, but wise men see it beyond both existence and non-existence to something that transcends them both this is an observation of the Middle Way.",Lucius Annaeus Seneca,men
"If we became students of Malcolm X, we would not have young black men out there killing each other like they're killing each other now. Young black men would not be impregnating young black women at the rate going on now. We'd not have the drugs we have now, or the alcoholism.",Spike Lee,men
"Daddy was real gentle with kids. That's why I expected so much out of marriage, figuring that all men should be steady and pleasant.",Loretta Lynn,men
"When men attempt bold gestures, generally it's considered romantic. When women do it, it's often considered desperate or psycho.",Sarah Jessica Parker,men
Study strategy over the years and achieve the spirit of the warrior. Today is victory over yourself of yesterday tomorrow is your victory over lesser men.,Miyamoto Musashi,men
It is a melancholy truth that even great men have their poor relations.,Charles Dickens,men
Men take only their needs into consideration - never their abilities.,Napoleon Bonaparte,men
"Real men are sadly lacking in this world, for when they are put to the test they prove worthless.",Franz Liszt,men
Men like me are impossible until the day when they become necessary.,Victor Hugo,men
Men can starve from a lack of self-realization as much as they can from a lack of bread.,Richard Wright,men
Men become accustomed to poison by degrees.,Victor Hugo,men
"Men are anxious to improve their circumstances, but are unwilling to improve themselves they therefore remain bound.",James Allen,men
"But men are so full of greed today, they'll sell anything for a little piece of money.",Little Richard,men
The world is divided into men who have wit and no religion and men who have religion and no wit.,Avicenna,men
The men who followed Him were unique in their generation. They turned the world upside down because their hearts had been turned right side up. The world has never been the same.,Billy Graham,men
"Aristotle maintained that women have fewer teeth than men although he was twice married, it never occurred to him to verify this statement by examining his wives' mouths.",Bertrand Russell,men
"Resolved, that the women of this nation in 1876, have greater cause for discontent, rebellion and revolution than the men of 1776.",Susan B. Anthony,men
Perfect numbers like perfect men are very rare.,Rene Descartes,men
"The tragedy of life is in what dies inside a man while he lives - the death of genuine feeling, the death of inspired response, the awareness that makes it possible to feel the pain or the glory of other men in yourself.",Norman Cousins,men
To send light into the darkness of men's hearts - such is the duty of the artist.,Robert Schumann,men
"Advertising is a business of words, but advertising agencies are infested with men and women who cannot write. They cannot write advertisements, and they cannot write plans. They are helpless as deaf mutes on the stage of the Metropolitan Opera.",David Ogilvy,men
"I dress for the image. Not for myself, not for the public, not for fashion, not for men.",Marlene Dietrich,men
"Fires can't be made with dead embers, nor can enthusiasm be stirred by spiritless men. Enthusiasm in our daily work lightens effort and turns even labor into pleasant tasks.",James A. Baldwin,men
"Speaking very generally, I find that women are spiritually, emotionally, and often physically stronger than men.",Gary Oldman,men
We need more of the Office Desk and less of the Show Window in politics. Let men in office substitute the midnight oil for the limelight.,Calvin Coolidge,men
"I think people are born bisexual and the make subconscious choices based on the pressures of society. I have no question in my mind about being bisexual. But I'm also a hypocrite: I would never date a girl who is bisexual, because that means they also sleep with men, and men are so dirty that I'd never sleep with a girl who had slept with a man.",Megan Fox,men
"Strong beliefs win strong men, and then make them stronger.",Richard Bach,men
Baseball players are smarter than football players. How often do you see a baseball team penalized for too many men on the field?,Jim Bouton,men
Woman is the dominant sex. Men have to do all sorts of stuff to prove that they are worthy of woman's attention.,Camille Paglia,men
Those who want the Government to regulate matters of the mind and spirit are like men who are so afraid of being murdered that they commit suicide to avoid assassination.,Harry S. Truman,men
"To say that a work of art is good, but incomprehensible to the majority of men, is the same as saying of some kind of food that it is very good but that most people can't eat it.",Leo Tolstoy,men
"I do not believe in God his existence has been disproved by Science. But in the concentration camp, I learned to believe in men.",Jean-Paul Sartre,men
Some men are alive simply because it is against the law to kill them.,E. W. Howe,men
"Clever men are good, but they are not the best.",Thomas Carlyle,men
"Under the pressure of the cares and sorrows of our mortal condition, men have at all times, and in all countries, called in some physical aid to their moral consolations - wine, beer, opium, brandy, or tobacco.",Edmund Burke,men
"The integrity of men is to be measured by their conduct, not by their professions.",Junius,men
Dreaming men are haunted men.,Stephen Vincent Benet,men
Half the pictures directed by men of reputation fail.,Carroll O'Connor,men
"I saw six men kicking and punching the mother-in-law. My neighbour said 'Are you going to help?' I said 'No, six should be enough.'",Les Dawson,men
"Anger makes dull men witty, but it keeps them poor.",Francis Bacon,men
Men are like the stars some generate their own light while others reflect the brilliance they receive.,Jose Marti,men
"It is the superfluous things for which men sweat, - superfluous things that wear our togas theadbare, that force us to grow old in camp, that dash us upon foreign shores.",Lucius Annaeus Seneca,men
Men who do things without being told draw the most wages.,Rodney Dangerfield,men
"People who know little are usually great talkers, while men who know much say little.",Jean-Jacques Rousseau,men
"Though force can protect in emergency, only justice, fairness, consideration and cooperation can finally lead men to the dawn of eternal peace.",Dwight D. Eisenhower,men
"Bloody Christmas, here again, let us raise a loving cup, peace on earth, goodwill to men, and make them do the washing up.",Wendy Cope,men
I've only slept with men I've been married to. How many women can make that claim?,Elizabeth Taylor,men
"So live with men as if God saw you and speak to God, as if men heard you.",Lucius Annaeus Seneca,men
The display of grief makes more demands than grief itself. How few men are sad in their own company.,Lucius Annaeus Seneca,men
Conservation is a state of harmony between men and land.,Aldo Leopold,men
Women in love are less ashamed than men. They have less to be ashamed of.,Ambrose Bierce,men
"What I would say to the young men and women who are beset by hopelessness and doubt is that they should go and see what is being done on the ground to fight poverty, not like going to the zoo but to take action, to open their hearts and their consciences.",Abbe Pierre,men
There is a boundary to men's passions when they act from feelings but none when they are under the influence of imagination.,Edmund Burke,men
"God is in all men, but all men are not in God that is why we suffer.",Ramakrishna,men
"Most of us women like men, you know it's just that we find them a constant disappointment.",Clare Short,men
"Men think highly of those who rise rapidly in the world whereas nothing rises quicker than dust, straw, and feathers.",Lord Byron,men
A great city is that which has the greatest men and women.,Walt Whitman,men
"If women are supposed to be less rational and more emotional at the beginning of our menstrual cycle when the female hormone is at its lowest level, then why isn't it logical to say that, in those few days, women behave the most like the way men behave all month long?",Gloria Steinem,men
Space and light and order. Those are the things that men need just as much as they need bread or a place to sleep.,Le Corbusier,men
"Men seldom, or rather never for a length of time and deliberately, rebel against anything that does not deserve rebelling against.",Thomas Carlyle,men
It was the men I deceived the most that I loved the most.,Marguerite Duras,men
"If you do not wish a man to do a thing, you had better get him to talk about it for the more men talk, the more likely they are to do nothing else.",Thomas Carlyle,men
"The new pope knows that his task is to make the light of Christ shine before men and women of world - not his own light, but that of Christ.",Pope Benedict XVI,men
"I heard the old, old, men say 'all that's beautiful drifts away, like the waters.'",William Butler Yeats,men
"A little group of willful men, representing no opinion but their own, have rendered the great government of the United States helpless and contemptible.",Woodrow Wilson,men
The real use of gunpowder is to make all men tall.,Thomas Carlyle,men
These people are very unskilled in arms... with 50 men they could all be subjected and made to do all that one wished.,Christopher Columbus,men
"It were a real increase of human happiness, could all young men from the age of nineteen be covered under barrels, or rendered otherwise invisible and there left to follow their lawful studies and callings, till they emerged, sadder and wiser, at the age of twenty-five.",Thomas Carlyle,men
A lawyer with his briefcase can steal more than a hundred men with guns.,Mario Puzo,men
"If you have men who will only come if they know there is a good road, I don't want them. I want men who will come if there is no road at all.",David Livingstone,men
"Landlords, like all other men, love to reap where they never sowed.",Karl Marx,men
"I mean, honestly, we have to be clear that the life for many Afghan women is not that much different than it was a hundred years ago, 200 years ago. The country has lived with so much violence and conflict that many people, men and women, just want it to be over.",Hillary Clinton,men
Memorial Day this year is especially important as we are reminded almost daily of the great sacrifices that the men and women of the Armed Services make to defend our way of life.,Robin Hayes,men
I'm not denyin' the women are foolish. God Almighty made 'em to match the men.,George Eliot,men
"The breakdown of the black community, in order to maintain slavery, began with the breakdown of the black family. Men and women were not legally allowed to get married because you couldn't have that kind of love. It might get in the way of the economics of slavery. Your children could be taken from you and literally sold down the river.",Kerry Washington,men
Do not put such unlimited power into the hands of husbands. Remember all men would be tyrants if they could.,Abigail Adams,men
Dawn: When men of reason go to bed.,Ambrose Bierce,men
Men are strong so long as they represent a strong idea they become powerless when they oppose it.,Sigmund Freud,men
All men are not created equal but should be treated as though they were under the law.,Andy Rooney,men
"Happy is he who still loves something he loved in the nursery: He has not been broken in two by time he is not two men, but one, and he has saved not only his soul but his life.",Gilbert K. Chesterton,men
"Aristotle could have avoided the mistake of thinking that women have fewer teeth than men, by the simple device of asking Mrs. Aristotle to keep her mouth open while he counted.",Bertrand Russell,men
The history of free men is never really written by chance but by choice their choice!,Dwight D. Eisenhower,men
Sometimes the first duty of intelligent men is the restatement of the obvious.,George Orwell,men
Men who have a pierced ear are better prepared for marriage - they've experienced pain and bought jewelry.,Rita Rudner,men
"It's absolutely stupid that we live without an ozone layer. We have men, we've got rockets, we've got saran wrap - fix it!",Lewis Black,men
"Men do less than they ought, unless they do all that they can.",Thomas Carlyle,men
The latest research has revealed that women have a higher IQ than men.,A. N. Wilson,men
"There is a great discovery still to be made in literature, that of paying literary men by the quantity they do not write.",Thomas Carlyle,men
"To reform a world, to reform a nation, no wise man will undertake and all but foolish men know, that the only solid, though a far slower reformation, is what each begins and perfects on himself.",Thomas Carlyle,men
No sadder proof can be given by a man of his own littleness than disbelief in great men.,Thomas Carlyle,men
"As long as men are free to ask what they must, free to say what they think, free to think what they will, freedom can never be lost and science can never regress.",Marcel Proust,men
My weaknesses have always been food and men - in that order.,Dolly Parton,men
It is from a weakness and smallness of mind that men are opinionated and we are very loath to believe what we are not able to comprehend.,Francois de La Rochefoucauld,men
All sorts of computer errors are now turning up. You'd be surprised to know the number of doctors who claim they are treating pregnant men.,Isaac Asimov,men
Ignorant men don't know what good they hold in their hands until they've flung it away.,Sophocles,men
"If all men knew what others say of them, there would not be four friends in the world.",Blaise Pascal,men
"As men are not able to fight against death, misery, ignorance, they have taken it into their heads, in order to be happy, not to think of them at all.",Blaise Pascal,men
"The most dangerous criminal now is the entirely lawless modern philosopher. Compared to him, burglars and bigamists are essentially moral men.",Gilbert K. Chesterton,men
"All men and women have an equal need for love. When these needs are not fulfilled it is easy to have our feelings hurt, for which we blame our partner.",John Gray,men
"I do not consider it an insult, but rather a compliment to be called an agnostic. I do not pretend to know where many ignorant men are sure - that is all that agnosticism means.",Clarence Darrow,men
"I like being a woman, even in a man's world. After all, men can't wear dresses, but we can wear the pants.",Whitney Houston,men
"When women hold off from marrying men, we call it independence. When men hold off from marrying women, we call it fear of commitment.",Warren Farrell,men
"The sensitivity of men to small matters, and their indifference to great ones, indicates a strange inversion.",Blaise Pascal,men
Brave men are all vertebrates they have their softness on the surface and their toughness in the middle.,Gilbert K. Chesterton,men
I do not believe in a fate that falls on men however they act but I do believe in a fate that falls on them unless they act.,Gilbert K. Chesterton,men
It is only when men begin to worship that they begin to grow.,Calvin Coolidge,men
"With reasonable men, I will reason with humane men I will plead but to tyrants I will give no quarter, nor waste arguments where they will certainly be lost.",William Lloyd Garrison,men
"Women want mediocre men, and men are working to be as mediocre as possible.",Margaret Mead,men
Men are governed by lines of intellect - women: by curves of emotion.,James Joyce,men
The highest prize in a world of men is the most beautiful woman available on your arm and living there in her heart loyal to you.,Norman Mailer,men
What a curious phenomenon it is that you can get men to die for the liberty of the world who will not make the little sacrifice that is needed to free themselves from their own individual bondage.,Bruce Barton,men
"Men become civilized, not in proportion to their willingness to believe, but in proportion to their readiness to doubt.",Ambrose Bierce,men
Men feel that cruelty to the poor is a kind of cruelty to animals. They never feel that it is an injustice to equals nay it is treachery to comrades.,Gilbert K. Chesterton,men
"Fable is more historical than fact, because fact tells us about one man and fable tells us about a million men.",Gilbert K. Chesterton,men
"All men commend patience, although few are willing to practice it.",Thomas a Kempis,men
"Republicans are men of narrow vision, who are afraid of the future.",Jimmy Carter,men
"Death, so called, is a thing which makes men weep, And yet a third of life is passed in sleep.",Lord Byron,men
"Because wherever I am today, I still owe it to God and I owe it to two men - the Honorable Elijah Muhammad and Malcolm X and of course, two very special women, my mother and my wife.",Louis Farrakhan,men
A great many men's gratitude is nothing but a secret desire to hook in more valuable kindnesses hereafter.,Francois de La Rochefoucauld,men
What is grand is necessarily obscure to weak men. That which can be made explicit to the idiot is not worth my care.,William Blake,men
"When I look upon seamen, men of science and philosophers, man is the wisest of all beings when I look upon priests and prophets nothing is as contemptible as man.",Diogenes,men
"The planter, the farmer, the mechanic, and the laborer... form the great body of the people of the United States, they are the bone and sinew of the country men who love liberty and desire nothing but equal rights and equal laws.",Andrew Jackson,men
"Men often pass from love to ambition, but they seldom come back again from ambition to love.",Francois de La Rochefoucauld,men
"History has taught us over and over again that freedom is not free. When push comes to shove, the ultimate protectors of freedom and liberty are the brave men and women in our armed forces. Throughout our history, they've answered the call in bravery and sacrifice.",Tim Pawlenty,men
"As soon as men decide that all means are permitted to fight an evil, then their good becomes indistinguishable from the evil that they set out to destroy.",Christopher Dawson,men
"It might be pardonable to refuse to defend some men, but to defend them negligently is nothing short of criminal.",Marcus Tullius Cicero,men
"When I was a boy, the Sioux owned the world. The sun rose and set on their land they sent ten thousand men to battle. Where are the warriors today? Who slew them? Where are our lands? Who owns them?",Sitting Bull,men
"Men would live exceedingly quiet if these two words, mine and thine, were taken away.",Anaxagoras,men
"Grown men can learn from very little children for the hearts of little children are pure. Therefore, the Great Spirit may show to them many things which older people miss.",Black Elk,men
"Two things control men's nature, instinct and experience.",Blaise Pascal,men
Older men declare war. But it is the youth that must fight and die.,Herbert Hoover,men
Great things are done when men and mountains meet.,William Blake,men
Men are not great or small because of their material possessions. They are great or small because of what they are.,James Cash Penney,men
"It is easier to lead men to combat, stirring up their passion, than to restrain them and direct them toward the patient labors of peace.",Andre Gide,men
Men despise religion. They hate it and are afraid it may be true.,Blaise Pascal,men
Decisiveness is a characteristic of high-performing men and women. Almost any decision is better than no decision at all.,Brian Tracy,men
There is no better proof of a man's being truly good than his desiring to be constantly under the observation of good men.,Francois de La Rochefoucauld,men
"A family is a unit composed not only of children but of men, women, an occasional animal, and the common cold.",Ogden Nash,men
It is not in the nature of politics that the best men should be elected. The best men do not want to govern their fellowmen.,George MacDonald,men
"All soldiers who serve their country and put their lives at risk need to know that if something happens to them, their families will be well taken care of. That's the bond we have with our military men and women and their families.",Jeff Sessions,men
"We need men with moral courage to speak and write their real thoughts, and to stand by their convictions, even to the very death.",Robert Green Ingersoll,men
"Live as brave men and if fortune is adverse, front its blows with brave hearts.",Marcus Tullius Cicero,men
I get along with guys most of my friends are guys. It's easier to trust men sometimes. I only have a few close girlfriends that I trust.,Paris Hilton,men
I was surrounded by strong women so it had never even occurred to me that women were anything other than equal to men.,David Bailey,men
A good boss makes his men realize they have more ability than they think they have so that they consistently do better work than they thought they could.,Charles Erwin Wilson,men
"Although I do wrong, I do not the wrongs that I am charged with doing the wrong that I do is through the frailty of human nature, like other men. No man lives without fault.","Joseph Smith, Jr.",men
The happiness and misery of men depend no less on temper than fortune.,Francois de La Rochefoucauld,men
I'm done with men... I'm going to be alone. I have no luck with relationships. I don't think I'm made for marriage.,Halle Berry,men
"Most people know no other way of judging men's worth but by the vogue they are in, or the fortunes they have met with.",Francois de La Rochefoucauld,men
"A silent man is easily reputed wise. A man who suffers none to see him in the common jostle and undress of life, easily gathers round him a mysterious veil of unknown sanctity, and men honor him for a saint. The unknown is always wonderful.",Frederick William Robertson,men
Violence and arms can never resolve the problems of men.,Pope John Paul II,men
Men always talk about the most important things to perfect strangers. In the perfect stranger we perceive man himself the image of a God is not disguised by resemblances to an uncle or doubts of wisdom of a mustache.,Gilbert K. Chesterton,men
It is difficult for a woman to define her feelings in language which is chiefly made by men to express theirs.,Thomas Hardy,men
"Most men are very attached to the idea of being male, and usually experience a lot of fear and insecurity around the idea of being a man. Most women are very identified with their gender, and also experience a tremendous amount of fear and insecurity.",Andrew Cohen,men
Men do not have to cook their food they do so for symbolic reasons to show they are men and not beasts.,Edmund Leach,men
Something unpleasant is coming when men are anxious to tell the truth.,Benjamin Disraeli,men
"Men are so necessarily mad, that not to be mad would amount to another form of madness.",Blaise Pascal,men
A time will come when a politician who has willfully made war and promoted international dissension will be as sure of the dock and much surer of the noose than a private homicide. It is not reasonable that those who gamble with men's lives should not stake their own.,H. G. Wells,men
"If there existed no external means for dimming their consciences, one-half of the men would at once shoot themselves, because to live contrary to one's reason is a most intolerable state, and all men of our time are in such a state.",Leo Tolstoy,men
"False happiness renders men stern and proud, and that happiness is never communicated. True happiness renders them kind and sensible, and that happiness is always shared.",Charles de Montesquieu,men
"I know there is a Supreme Being who rules the affairs of men and whose goodness and mercy have always followed the American people, and I know He will not turn from us now if we humbly and reverently seek His powerful aid.",Grover Cleveland,men
Men's ideas are the most direct emanations of their material state.,Karl Marx,men
"Give to everyone who begs from you and of him who takes away your goods do not ask them again. And as you wish that men would do to you, do so to them.",Jesus Christ,men
"For real change, we need feminine energy in the management of the world. We need a critical number of women in positions of power, and we need to nurture the feminine energy in men.",Isabel Allende,men
"Love, it has been said, flows downward. The love of parents for their children has always been far more powerful than that of children for their parents and who among the sons of men ever loved God with a thousandth part of the love which God has manifested to us?",Augustus Hare,men
"Moderation has been called a virtue to limit the ambition of great men, and to console undistinguished people for their want of fortune and their lack of merit.",Benjamin Disraeli,men
"The men who learn endurance, are they who call the whole world, brother.",Charles Dickens,men
A little nonsense now and then is relished by the wisest men.,Roald Dahl,men
"Some men never feel small, but these are the few men who are.",Gilbert K. Chesterton,men
Make no little plans they have no magic to stir men's blood.,Daniel Burnham,men
What affects men sharply about a foreign nation is not so much finding or not finding familiar things it is rather not finding them in the familiar place.,Gilbert K. Chesterton,men
"All men should strive to learn before they die, what they are running from, and to, and why.",James Thurber,men
"Some people think having large breasts makes a woman stupid. Actually, it's quite the opposite: a woman having large breasts makes men stupid.",Rita Rudner,men
Men are liars. We'll lie about lying if we have to. I'm an algebra liar. I figure two good lies make a positive.,Tim Allen,men
"If men and women are to understand each other, to enter into each other's nature with mutual sympathy, and to become capable of genuine comradeship, the foundation must be laid in youth.",Havelock Ellis,men
"Many men have been capable of doing a wise thing, more a cunning thing, but very few a generous thing.",Alexander Pope,men
I love being a woman and I was not one of these women who rose through professional life by wearing men's clothes or looking masculine. I loved wearing bright colors and being who I am.,Madeleine Albright,men
The story of the human race is the story of men and women selling themselves short.,Abraham Maslow,men
"If it's natural to kill, how come men have to go into training to learn how?",Joan Baez,men
"Our duty, as men and women, is to proceed as if limits to our ability did not exist. We are collaborators in creation.",Pierre Teilhard de Chardin,men
"It is the dissimilarities and inequalities among men which give rise to the notion of honor as such differences become less, it grows feeble and when they disappear, it will vanish too.",Alexis de Tocqueville,men
"Men are disturbed not by things, but by the view which they take of them.",Epictetus,men
"And remember, where you have a concentration of power in a few hands, all too frequently men with the mentality of gangsters get control. History has proven that.",Lord Acton,men
"In reading the lives of great men, I found that the first victory they won was over themselves... self-discipline with all of them came first.",Harry S. Truman,men
"It is generally recognised that women are better than men at languages, personal relations and multi-tasking, but less good at map-reading and spatial awareness. It is therefore not unreasonable to suppose that women might be less good at mathematics and physics.",Stephen Hawking,men
Men blaspheme what they do not know.,Blaise Pascal,men
"The greater intellect one has, the more originality one finds in men. Ordinary persons find no difference between men.",Blaise Pascal,men
"If men are honest, everything they do and everywhere they go is for a chance to see women.",Jack Nicholson,men
"To tax and to please, no more than to love and to be wise, is not given to men.",Edmund Burke,men
There are one hundred men seeking security to one able man who is willing to risk his fortune.,J. Paul Getty,men
"It is, generally, in the season of prosperity that men discover their real temper, principles, and designs.",Edmund Burke,men
"I think that the day you've figured out the differences between women and men is the day that you're no longer attracted to women. It's the difference that is so fantastic and frustrating and angering, and really sexy.",Kiefer Sutherland,men
"Produce great men, the rest follows.",Walt Whitman,men
"Wives are young men's mistresses, companions for middle age, and old men's nurses.",Francis Bacon,men
All men having power ought to be distrusted to a certain degree.,James Madison,men
"Great men are like eagles, and build their nest on some lofty solitude.",Arthur Schopenhauer,men
"Such is the nature of men, that howsoever they may acknowledge many others to be more witty, or more eloquent, or more learned yet they will hardly believe there be many so wise as themselves.",Thomas Hobbes,men
Men are by nature merely indifferent to one another but women are by nature enemies.,Arthur Schopenhauer,men
All men profess honesty as long as they can. To believe all men honest would be folly. To believe none so is something worse.,John Quincy Adams,men
"I am truly free only when all human beings, men and women, are equally free. The freedom of other men, far from negating or limiting my freedom, is, on the contrary, its necessary premise and confirmation.",Mikhail Bakunin,men
"All men are created equal, it is only men themselves who place themselves above equality.",David Allan Coe,men
"You should read history and look at ostracism, persecution, martyrdom, and that kind of thing. They always happen to the best men, you know.",George Eliot,men
Women think with their whole bodies and they see things as a whole more than men do.,Dorothy Day,men
"If I err in belief that the souls of men are immortal, I gladly err, nor do I wish this error which gives me pleasure to be wrested from me while I live.",Marcus Tullius Cicero,men
"Men are born with two eyes, but with one tongue, in order that they should see twice as much as they say.",Charles Caleb Colton,men
"Forgive, son men are men they needs must err.",Euripides,men
"No lying knight or lying priest ever prospered in any age, but especially not in the dark ones. Men prospered then only in following an openly declared purpose, and preaching candidly beloved and trusted creeds.",John Ruskin,men
"We all fight over what the label 'feminism' means but for me it's about empowerment. It's not about being more powerful than men - it's about having equal rights with protection, support, justice. It's about very basic things. It's not a badge like a fashion item.",Annie Lennox,men
Nothing doth more hurt in a state than that cunning men pass for wise.,Francis Bacon,men
It is a sad thing when men have neither the wit to speak well nor the judgment to hold their tongues.,Jean de la Bruyere,men
Men often take their imagination for their heart and they believe they are converted as soon as they think of being converted.,Blaise Pascal,men
Many men are contemptuous of riches few can give them away.,Francois de La Rochefoucauld,men
"When women are depressed, they eat or go shopping. Men invade another country. It's a whole different way of thinking.",Elayne Boosler,men
There are but very few men clever enough to know all the mischief they do.,Francois de La Rochefoucauld,men
"The production of children, the nurture of those born, and the daily life of men, of these matters woman is visibly the cause.",Guru Nanak,men
"Being a woman is a terribly difficult task, since it consists principally in dealing with men.",Joseph Conrad,men
A good part - and definitely the most fun part - of being a feminist is about frightening men.,Julie Burchill,men
"If boyhood and youth are but vanity, must it not be our ambition to become men?",Vincent Van Gogh,men
"Millions of men have lived to fight, build palaces and boundaries, shape destinies and societies but the compelling force of all times has been the force of originality and creation profoundly affecting the roots of human spirit.",Ansel Adams,men
"Monkeys are superior to men in this: when a monkey looks into a mirror, he sees a monkey.",Malcolm De Chazal,men
"We do not want the men of another color for our brothers-in-law, but we do want them for our brothers.",Booker T. Washington,men
"Money is the worst currency that ever grew among mankind. This sacks cities, this drives men from their homes, this teaches and corrupts the worthiest minds to turn base deeds.",Sophocles,men
A great deal of talent is lost to the world for want of a little courage. Every day sends to their graves obscure men whose timidity prevented them from making a first effort.,Sydney Smith,men
"All men are liable to error and most men are, in many points, by passion or interest, under temptation to it.",John Locke,men
"Man is not the creature of circumstances, circumstances are the creatures of men. We are free agents, and man is more powerful than matter.",Benjamin Disraeli,men
Here men from the planet Earth first set foot upon the Moon. July 1969 AD. We came in peace for all mankind.,Neil Armstrong,men
"But men must know, that in this theatre of man's life it is reserved only for God and angels to be lookers on.",Francis Bacon,men
"It's rather splendid to think of all those great men and women who appear to have presented symptoms that allow us to describe them as bipolar. Whether it's Hemingway, Van Gogh... Robert Schumann has been mentioned... Virginia Woolf, Sylvia Plath... some of them with rather grim ends.",Stephen Fry,men
"Men are able to trust one another, knowing the exact degree of dishonesty they are entitled to expect.",Stephen Leacock,men
"When I was younger, I was terrified to express anger because it would often kick-start a horrible reaction in the men in my life. So I bit my tongue. I was left to painstakingly deal with the aftermath of my avoidance later in life, in therapy or through the lyrics of my songs.",Alanis Morissette,men
Men know everything - all of them - all the time - no matter how stupid or inexperienced or arrogant or ignorant they are.,Andrea Dworkin,men
"Women's fashion is a subtle form of bondage. It's men's way of binding them. We put them in these tight, high-heeled shoes, we make them wear these tight clothes and we say they look sexy. But they're actually tied up.",David Duchovny,men
All men of action are dreamers.,James Huneker,men
Justice consists in doing no injury to men decency in giving them no offense.,Marcus Tullius Cicero,men
There are more men ennobled by study than by nature.,Marcus Tullius Cicero,men
We must conceive of this whole universe as one commonwealth of which both gods and men are members.,Marcus Tullius Cicero,men
The worst men often give the best advice.,Francis Bacon,men
"Men will bear many things from a kept mistress, which they would not bear from a wife.",Samuel Richardson,men
I do not wish women to have power over men but over themselves.,Mary Wollstonecraft Shelley,men
